Name of Institution,Affiliation Number,State,District,Postal Address,Pin Code,Website,Year of Foundation,Date of First Opening of School,Name of Principal/ Head of Institution,Gender,Principal's Educational/Professional Qualifications:,No of Experience (in Years):,Administrative:,Teaching:,Status of The School,Type of affiliation,Affiliation Period,Name of Trust/ Society/ Managing Committee,"Remarks, if any"
DR.B.S.SANDHU MEMORIAL PUBLIC SCHOOL,1631356,PUNJAB,PATIALA,"GHARAM ROAD, JULAH KHERI, TEHSIL DUDHAN-SAADHAN, DISTT. PUNJAB-147111",147111,http://www.drbssandhumps.in,2011,01 Apr 2011,RAJINDER KAUR,Male,M.A. B. Ed,,13,13,Senior Secondary Level,,"From :
                                 01/04/2024 
                                 To :
                                 31/03/2029","Dr Balbir Singh Sandhu Educational and Social Welfare Society, Patiala (Punjab)",
DOON PUBLIC SCHOOL,1631357,PUNJAB,HOSHIARPUR,"VILL. SANDHWAL, P.O. HAJIPUR",144221,,2019,02 Apr 2019,Y S RAVI KUMAR,Male,M. Sc B.ED,,8,23,Secondary Level,,"From :
                                01/04/2024  
                                 To :
                                31/03/2030",JAI AMBEY EDUCATIONAL SOCIETY,
AKAL ACADEMY SOWADDI KALAN,1631358,PUNJAB,LUDHIANA,"AKAL ACADEMY SOWADDI KALAN, VILLAGE & POST OFFICE SOWADDI KALAN, TEHSIL JAGRAON, DISTRICT LUDHIANA (PUNJAB) - 142001",142001,,2012,04 Feb 2013,GURBINDER KAUR,Male,M.A.  B.Ed.  M.Phil.,,09,05,Senior Secondary Level,,"From :
                                 01/04/2023 
                                 To :
                                 31/03/2028","THE KALGIDHAR SOCIETY, BARU SAHIB",
OXFORD INTERNATIONAL SCHOOL,1631359,PUNJAB,HOSHIARPUR,JIAN PO BASSI KALAN,146102,oxfordhoshiarpur.com,2019,01 Apr 2019,Navjot Kaur,Male,"M. Sc., B. Ed.",,16,5,Senior Secondary Level,,"From :
                                 01/04/2023 
                                 To :
                                 31/03/2028",Sant Baba Harnam Singh Ji Educational Welfare Society,
AKAL ACADEMY MADHIR,1631360,PUNJAB,SRI MUKTSAR SAHIB,"AKAL ACADEMY MADHIR, VPO MADHIR, NEAR FOCAL POINT, TEHSIL GIDDERBAHA, DISTRICT SRI MUKTSAR SAHIB (PUNJAB) - 152101",152101,,2010,07 Mar 2010,Ravinder Kaur,Male,B.A. B.Ed. S.St and Punjabi M.A. Punjabi PGDCA,,1,13,Senior Secondary Level,,"From :
                                 01/04/2025 
                                 To :
                                 31/03/2030","THE KALGIDHAR TRUST, BARU SAHIB (HP)",
AKAL ACADEMY BAGHA,1631361,PUNJAB,BATHINDA,"AKAL ACADEMY BAGHA, VILLAGE BAGHA, POST OFFICE RAMAN, TEHSIL TALWANDI SABO, DISTRICT BATHINDA (PUNJAB) - 151301",151301,,2011,16 Mar 2011,PRIYAM,Male,"M.COM,B.Ed.",,1,15,Senior Secondary Level,,"From :
                                 01/04/2023 
                                 To :
                                 31/03/2028","THE KALGIDHAR SOCIETY, BARU SAHIB (HP)",
AKAL ACADEMY THEH KALANDHAR,1631362,PUNJAB,FAZILKA,"AKAL ACADEMY THEH KALANDER, VILLAGE THEH KALANDER, POST OFFICE BEHAK KHAS, TEHSIL & DISTRICT FAZILKA (PUNJAB) - 152123",152123,,2013,10 Apr 2013,GURJEET KAUR,Male,"B.A, PGDCA, M.Sc. I.T. B.Ed. Punjabi and S.St.",,9,10,Senior Secondary Level,,"From :
                                 01/04/2025 
                                 To :
                                 31/03/2030","THE KALGIDHAR TRUST, BARU SAHIB (HP)",
BABA DEEP SINGH MODERN SENIOR SECONDARY SCHOOL,1631364,PUNJAB,GURDASPUR,"V - SANGATPUR, TEHSIL - KALANAUR, DISTRICT - GURDASPUR",143530,,2004,01 Apr 2005,JASBIR SINGH,Male,"M.A., B.ED., MPHIL, B.P.Ed.",,17,8,Senior Secondary Level,,"From :
                                 01/04/2024 
                                 To :
                                 31/03/2029",BAB DEEP SINGH  JI EDUCATIONAL SOCIETY,
MILLENNIUM WORLD SCHOOL KOTKAPURA,1631365,PUNJAB,MOGA,"KOTKAPURA-MOGA HIGHWAY, PANJGRAIN KHURD",142049,https://www.millenniumschools.co.in/kotkapura-out/,2018,01 Apr 2018,Sneh Lata,Male,"B.A., B.Ed.",,9,18,Senior Secondary Level,,"From :
                                 01/04/2024 
                                 To :
                                 31/03/2029","Rajindra Educational society, Moga",
MLG CONVENT SCHOOL,1631366,PUNJAB,SANGRUR,"NEAR SHAHEED UDHAM SINGH STATUE, TOLAWAL ROAD",148029,www.mlgcscheema.com,2020,05 Apr 2020,Vikas Sud,,"MS.c,  MED, P.HD",,13,11,Senior Secondary Level,,"From :
                                 01/04/2023 
                                 To :
                                 31/03/2028",SITA DEVI MEMORIAL EDUCATIONAL SOCIETY,
AKAL ACADEMY VACHHOA,1631367,PUNJAB,AMRITSAR,"AKAL ACADEMY VACHHOA, P.O. VACHHOA, VIA CHETANPURA, TEHSIL AJNALA, DISTRICT AMRITSAR (PUNJAB) - 143606",143606,,2010,23 Mar 2010,JATINDER KAUR,Male,M.A. History and Punjabi B.Ed.,,9,7,Senior Secondary Level,,"From :
                                 01/04/2025 
                                 To :
                                 31/03/2030","THE KALGIDHAR TRUST, BARU SAHIB (HP)",
AKAL ACADEMY BEHAK FATTU,1631368,PUNJAB,FEROZEPUR,"AKAL ACADEMY BEHAK FATTU, VILLAGE BEHAK FATTU, POST OFFICE BEHAK GUJJRAN, TEHSIL ZIRA, DISTRICT FEROZEPUR (PUNJAB) - 142044",142044,,2010,,Mandeep Kaur,Male,MA B.Ed,,6,10,Senior Secondary Level,,"From :
                                 01/04/2024 
                                 To :
                                 31/03/2029","The Kalgidhar Trust, Baru Sahib",
NARAYANA E-TECHNO SCHOOL,1631369,PUNJAB,LUDHIANA,"HSN LUDHIANA, BESIDE BEST PRICE,LUDHIANA",141008,www.narayanaschools.in,2020,15 Mar 2020,Supriya Reddy,Male,M.A.B.Ed,,18,8,Senior Secondary Level,,"From :
                                 01/04/2024 
                                 To :
                                 31/03/2029",NARAYANA EDUCATIONAL SOCIETY,
NARAYANA E-TECHNO SCHOOL,1631370,PUNJAB,SAS NAGAR,"SECTOR 119, 
NEW AIRPORT ROAD,
S.A.S NAGAR, MOHALI",160055,WWW.NARAYANASCHOOLS.IN,2019,,KUSUM ARORA,Male,POST GRADUATION,,8,15,Senior Secondary Level,,"From :
                                  
                                 To :
                                 31/03/2029",NARAYANA EDUCATIONAL SOCIETY,
AKAL ACADEMY BASARKE,1631371,PUNJAB,AMRITSAR,"AKAL ACADEMY BASARKE, VILLAGE BASARKE, P.O. GUMANPURA (NEAR BAGICHI WALA BHATHA), TEHSIL & DISTRICT AMRITSAR (PUNJAB) - 143105",143105,,2012,,Goldy,Male,"B.A., B.Ed",,0,22,Senior Secondary Level,,"From :
                                  
                                 To :
                                 31/03/2029","THE KALGIDHAR TRUST, BARU SAHIB (HP)",
J S PARAMOUNT SPORTS SCHOOL VILLAGE BULADEWALA DISTT BATHINDA,1631372,PUNJAB,BATHINDA,VILLAGE BULADE WALA PO BEHMAN DIWANA DISTT BATHINDA,151001,WWW.JSPARAMOUNT.COM,2018,,KUMAR,Male,MA BED,,9,18,Senior Secondary Level,,"From :
                                  
                                 To :
                                 31/03/2029",ROYALDEEP FOUNDATION BATHINDA,
AKAL ACADEMY CHAK DESRAJ,1631373,PUNJAB,JALANDHAR,"AKAL ACADEMY CHAK DESRAJ, VPO CHAK DESRAJ, TEHSIL PHILLAUR, DISTRICT JALANDHAR (PUNJAB) - 141418",141418,,2011,,Hem Lata,Male,"M.A.  Political Science B.Ed.  Eng,S.St.",,7,20,Senior Secondary Level,,"From :
                                 01/04/2025 
                                 To :
                                 31/03/2030","THE KALGIDHAR SOCIETY, BARU SAHIB (HP)",
NEW SHIVALIK PUBLIC HIGH SCHOOL,1631374,PUNJAB,SAS NAGAR,VILL DEHAR PO LALRU MANDRI TEH DERA BASSI DISTT MOHALI,140501,WWW.NEWSHIVALIK.ORG.IN,2009,,SANDEEP KAUR,Male,"MA,B-ED",,9,9,Secondary Level,,"From :
                                01/04/2024  
                                 To :
                                31/03/2029",NEW SHIVALIK EDUCATIONAL AND WELFARE SOCIETY,
MILLENNIUM WORLD SCHOOL BARNALA,1631375,PUNJAB,BARNALA,"NEAR NEW BUS STAND,PATTI ROAD BARNALA",148101,mwsbarnala.com,2018,,YISHU,Male,"MSc,B.Ed",,5,13,Secondary Level,,"From :
                                01/04/2024  
                                 To :
                                31/03/2029",Kings Educational & Welfare society Barnala,
MANAVTA PUBLIC SENIOR  SECONDARY SCHOOL FEROZEPUR,1631377,PUNJAB,FEROZEPUR,BEHIND MODI MILL FEROZEPUR CITY,152002,WWW.MANAVTAPUBLICSCHOOL.COM,1992,01 Apr 1992,SAPNA DHAWAN,Male,"MSC IT, MCA, B.ed",,10,7,Senior Secondary Level,,"From :
                                 01/04/2025 
                                 To :
                                 31/03/2030",Manavta educationl Society Feroxepur,
ST. XAVIERS WORLD SCHOOL,1631400,PUNJAB,BATHINDA,"NFL TOWNSHIP, BATHINDA",151003,http://bathinda.stxaviersworldschool.com,2018,05 Apr 2018,Sarabjeet Kaur Sran,Male,MCA B.Ed,,6,7,Senior Secondary Level,,"From :
                                 01/04/2023 
                                 To :
                                 31/03/2028",SHANTI NIKETAN VIDYAPEETH,
SACRED HEART SCHOOL,1631418,PUNJAB,FATEHGARH SAHIB,"BHAIRONPUR , DISTT FATEHGARH SAHIB",140406,http://www.sacredheartfgs.net/,2017,,AMARPREET KAUR,,"MA, B.ED",,24,32,Senior Secondary Level,,"From :
                                 01/04/2022 
                                 To :
                                 31/03/2027",SACRED HEART EDUCATIONAL RELIGIOUS AND CHARITABLE SOCIETY,
"RAYAT BAHRA INTERNATIONAL SCHOOL, MOHALI",1631419,PUNJAB,SAS NAGAR,"TEHSIL KHARAR, SAS NAGAR",140104,www.mohali.rayatbahraschool.com,2018,,ABHILASHA SAMBYAL,,"MA ,M.PHIL,B.ED",,12,15,Senior Secondary Level,,"From :
                                 01/04/2021 
                                 To :
                                 31/03/2026",RAYAT BAHRA GROUP OF INSTITUTES - AN EDUCATIONAL AND CHARITABLE SOCIETY,
BROOKFIELD INTERNATIONAL SCHOOL,1631420,PUNJAB,SAS NAGAR,"DIST. SAS NAGAR, , PUNJAB-140110",140110,https://www.bfis.in/,2021,,Vandana Bansal,Female,MA MSc B. Ed,,6,26,Senior Secondary Level,,"From :
                                 01/04/2021 
                                 To :
                                 31/03/2026",CHAMAN EDUCATIONAL AND CHARITABLE TRUST,
"INNOVATIVE GLOBAL SCHOOL , NEHIANWALA",1631421,PUNJAB,BATHINDA,"NEHIANWALA, NEHIAN WALA",151201,https://igs.nletschool.com/,2020,,Meenakshi Sharma,,MA B. Ed,,5,8,Secondary Level,,"From :
                                01/04/2022  
                                 To :
                                31/03/2027",Jai Ambika Educational Society,
BABA BANDA SINGH BAHADUR PUBLIC SEN. SEC. SCHOOL,1631422,PUNJAB,PATIALA,"SAMANA-PATIALA ROAD, SAMANA",147101,https://bbsbpss.com,1995,,SUNITA RANI,,"M.A, B.ED",,08,20,Senior Secondary Level,,"From :
                                 01/04/2022 
                                 To :
                                 31/03/2027",BABA BANDA SINGH BAHADUR PUBLIC SCHOOL,
AMITY INTERNATIONAL SCHOOL,1631423,PUNJAB,SAS NAGAR,"SECTOR 79, , NEAR NIPCCD BUILDING",140308,https://www.amity.edu/ais/mohali/,2020,,SANGEETA SEKHON,,"MA , B.Ed",,21,21,Senior Secondary Level,,"From :
                                 01/04/2023 
                                 To :
                                 31/03/2028",RITNAND BALVED INTERNATIONAL EDUCATIONAL FOUNDATION,
DAV PUBLIC SCHOOL,1631424,PUNJAB,MANSA,"DAV PUBLIC SCHOOL, 
BARETA, (AKBARPUR KHUDAL), 
DISTT. MANSA (PUNJAB).",151501,,1989,01 Apr 1989,Sukhpal Kaur,,MA B Ed.,,5,11,Secondary Level,,"From :
                                01/04/2023  
                                 To :
                                31/03/2028",DAV College Trust & Management Society,
ST. MARY'S SCHOOL,1631425,PUNJAB,SAS NAGAR,"PLOT 5, PHASE XI",160062,www.stmarysschoolmohali.in,2018,,Bijumon Thomas,,M.A B.Ed,,23,28,Secondary Level,,"From :
                                01/04/2022  
                                 To :
                                31/03/2027",The Orthodox Syrian Church Society (Regd.),
CAMBRIDGE INTERNATIONAL SCHOOL,1631426,PUNJAB,KAPURTHALA,"TALWANDI CHOUDHARIAN ROAD, SULTANPUR LODHI",144626,http://www.cambridgesultanpurlodhi.in/,2017,,Rajwinder kaur,,M.A. HISTORY M.A. Punjabi B.ED,,10,21,Senior Secondary Level,,"From :
                                 01/04/2023 
                                 To :
                                 31/03/2028",MATA SAHIB KAUR EDUCATIONAL AND SPORTS TRUST,
"DOON PUBLIC SCHOOL, PATTI",1631427,PUNJAB,TARN TARAN,"VPO ASSAL, NEAR POWER HOUSE, VPO ASSAL, NEAR POWER HOUSE",143416,www.doonpublicschoolpatti.co.in,2015,,Dr Aparna Maitra,,"B.A. Pol Sci Hons., M.A. Pol Sci, B.Ed., Doctorate",,14,30,Secondary Level,,"From :
                                01/04/2021  
                                 To :
                                31/03/2026",The Social Reformer Educational Society,
SENTINEL INTERNATIONAL SCHOOL,1631428,PUNJAB,LUDHIANA,"BHARTHLA  ROAD , SAMRALA",141114,http://sentinelinternationalschool.com,2020,,Poonam Sharma,,MA MBA BED MPHIL PHD PG DIP IN COUNSELLING,,6,18,Senior Secondary Level,,"From :
                                 01/04/2022 
                                 To :
                                 31/03/2027",BABA CHUHAR SINGH MEMORIAL EDUCATIONAL TRUST,
MODERN MALWA COLLEGIATE SENIOR SECONDARY SCHOOL,1631429,PUNJAB,FAZILKA,"FAZILKA ROAD ABOHAR, TEHSIL ABOHAR DISTRICT FAZILKA",152116,www.modernmalwa.com,2016,,MANINDER KAUR,,"M.A, B.Ed",,13,13,Secondary Level,,"From :
                                01/04/2023  
                                 To :
                                31/03/2028",MALWA EDUCATIIONAL AND WELFARE SOCIETY,
RIVERLAND INTERNATIONAL SCHOOL,1631430,PUNJAB,RUPNAGAR,"V.P.O. KATLAUR, NEAR CHAMKAUR SAHIB , V.P.O. KATLAUR, NEAR CHAMKAUR SAHIB",140112,www.riverlandschool.com,2015,,DALJEET KAUR,,MA. BED.,,01,07,Secondary Level,,"From :
                                01/04/2022  
                                 To :
                                31/03/2027",RAJAN PUBLIC EDUCATIONAL SOCIETY,
ALPINEWOOD PUBLIC SCHOOL,1631431,PUNJAB,LUDHIANA,"NEAR CIVIL CITY, LUDHIANA",141001,http://www.apssandhunagar.in,2019,,AARTI BANSAL,,M.A B.ED,,9,18,Senior Secondary Level,,"From :
                                 01/04/2023 
                                 To :
                                 31/03/2028",jodh singh memorial educational society,
SACRED SOULS SCHOOL,1631432,PUNJAB,MANSA,"VILLAGE KAURIWARA, TEHSIL SARDULGARH",151507,www.sacredsoulsschool.co.in,2018,,AMANDEEP KAUR,,"M.A,B.ED",,5,5,Senior Secondary Level,,"From :
                                 01/04/2022 
                                 To :
                                 31/03/2027",BHAI BHAGWAN SINGH EDUCATIONAL SOCIETY,
SKS INTERNATIONAL SCHOOL,1631433,PUNJAB,AMRITSAR,"NEAR LOPOKE CHOGAWAN, DISTT. AMRITSAR",143109,http://sksinternationalschoolmk.org/,2019,,Shivani Sood,,M.A B.ED,,7,15,Secondary Level,,"From :
                                01/04/2022  
                                 To :
                                31/03/2027",Dera Sat Kartar,
"DOON INTERNATIONAL SCHOOL, GURDASPUR",1631434,PUNJAB,GURDASPUR,"TIBRI ROAD, GURDASPUR, PUNJAB , TIBRI ROAD, GURDASPUR, PUNJAB",143521,www.doonschoolgurdaspur.com,2019,,Usha Sharma,,"MA Eng Literature MA Geography, BEd PGDEA",,10,25,Senior Secondary Level,,"From :
                                 01/04/2023 
                                 To :
                                 31/03/2028",CRYSTAL EDUCATION SOCIETY,
DIVINE INTERNATIONAL PUBLIC SCHOOL,1631435,PUNJAB,PATIALA,"VILLAGE DHABI GUJJRAN PO SHERGARH, TEHSIL PATRAN",147105,http://dipsdhabigujran.com/,2013,,SUKHWINDER SINGH,,M.A  B.ED,,15,20,Secondary Level,,"From :
                                01/04/2022  
                                 To :
                                31/03/2027",Akal Asis Educational and Health Care Society,
OXFORD SHINE INTERNATIONAL SCHOOL,1631436,PUNJAB,JALANDHAR,"DISTT. JALANDHAR, 144416",144416,https://osisapra.com/,2018,,KARUNESH NANDA,,M.COM B.Ed,,14,26,Senior Secondary Level,,"From :
                                 01/04/2024 
                                 To :
                                 31/03/2029",VICTORY EDUCATIONAL WELFARE SOCIETIES,
DASHMESH INTERNATIONAL SCHOOL,1631437,PUNJAB,AMRITSAR,"CHHEHARTA, AMRITSAR",143001,https://www.DISASR.COM,2016,,BALBIR KAUR,,Msc B.ed,,20,15,Secondary Level,,"From :
                                01/04/2022  
                                 To :
                                31/03/2027",DASHMESH SAINIK  EDUCATION SOCIETY,
APOLLO STAR INTERNATIONAL PUBLIC SCHOOL,1631438,PUNJAB,SHAHID BHAGAT SINGH NAGAR,"POST OFFICE, RAHON",144517,www.aspsrahon.com,2020,,INDU MATI,,M.A  B.Ed,,3,14,Senior Secondary Level,,"From :
                                 01/04/2024 
                                 To :
                                 31/03/2029",Sadbhavna Chairtable and Welfare Trust,
IRVING'S PARK SMART SCHOOL,1631439,PUNJAB,RUPNAGAR,"MORINDA TEHSIL CHAMKAUR SAHIB, RUPNAGAR",140101,www.ipsmorinda.com,2016,,SHALJA,,MA-Eng. B.Ed,,5,9,Secondary Level,,"From :
                                01/04/2022  
                                 To :
                                31/03/2027",KIDS DEVELOPMENT AND EDUCATION SOCIETY,
SANDEEPNI GURUKUL,1631440,PUNJAB,PATHANKOT,"PO KAUNTERPUR, TEHSIL PATHANKOT",145101,http://sandeepnigurukul.com,2019,,RITA CHAUDHARY,,M.A./M.Ed,,3,9,Senior Secondary Level,,"From :
                                 01/04/2024 
                                 To :
                                 31/03/2029",SANDEEPNI EDUCATIONAL TRUST,
DOON INTERNATIONAL SCHOOL,1631441,PUNJAB,SAS NAGAR,"ECO CITY PHASE II, NEW CHANDIGARH",140110,http://dischandigarh.com,2021,,VIPANJOT SEHDEVA,,M.A B.Ed,,14,14,Senior Secondary Level,,"From :
                                 01/04/2022 
                                 To :
                                 31/03/2027",DOON INTERNATIONAL EDUCATIONAL SOCIETY,
DIVINE LIGHT MODERN SCHOOL,1631442,PUNJAB,GURDASPUR,"POST OFFICE DORANGLA, DORANGLA TO GAHLDI ROAD",143526,http://www.dlmschoolgsp.in,2004,,SUNITA SINGH,,MA,,6,9,Secondary Level,,"From :
                                01/04/2022  
                                 To :
                                31/03/2027",Shiva Educational Society,
AKAL ACADEMY PHAPHRE BHAI KE,1631443,PUNJAB,MANSA,"VPO PHAPHRE BHAI KE, NEAR JAWAHAR NAVODAYA VIDYALAYA SCHOOL",151505,www.phaphrebk.akalacademy.ac.in,2009,,Jasdeep Kaur,,"M.A Pol.Sci Pbi M.Ed, DECE, U.G.C. NET Pbi,",,2,12,Secondary Level,,"From :
                                01/04/2022  
                                 To :
                                31/03/2027",The Kalgidhar Trust,
JATHEDAR BALOUR SINGH MEMORIAL PUB SEN SEC SCHOOL,1631444,PUNJAB,PATIALA,"TEHSIL SAMANA, DISTT. PATIALA (PUNJAB)-147101",147101,https://jbsmps.com/,2006,,SURINDER KUMAR,,"M.Com., B.Ed.",,11,12,Senior Secondary Level,,"From :
                                 01/04/2022 
                                 To :
                                 31/03/2027",Jathedar Balour Singh Educational and Social Society,
